id,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,possession_elapsed,possession_home,possession_away
1729,1729,1729,2008/2009,1,2008-08-17 00:00:00,489042,10260,10261,1,1,90,55,45
1730,1729,1729,2008/2009,1,2008-08-16 00:00:00,489043,9825,8659,1,0,90,66,34
1731,1729,1729,2008/2009,1,2008-08-16 00:00:00,489044,8472,8650,0,1,90,46,54
1732,1729,1729,2008/2009,1,2008-08-16 00:00:00,489045,8654,8528,2,1,90,52,48
1733,1729,1729,2008/2009,1,2008-08-17 00:00:00,489046,10252,8456,4,2,90,52,48
1734,1729,1729,2008/2009,1,2008-08-16 00:00:00,489047,8668,8655,2,3,90,51,49
1735,1729,1729,2008/2009,1,2008-08-16 00:00:00,489048,8549,8586,2,1,90,53,47
1736,1729,1729,2008/2009,1,2008-08-16 00:00:00,489049,8559,10194,3,1,90,47,53
1737,1729,1729,2008/2009,1,2008-08-16 00:00:00,489050,8667,9879,2,1,90,53,47
1738,1729,1729,2008/2009,1,2008-08-17 00:00:00,489051,8455,8462,4,0,72,65,35
1739,1729,1729,2008/2009,10,2008-10-29 00:00:00,489132,10260,8654,2,0,90,60,40
1740,1729,1729,2008/2009,10,2008-10-29 00:00:00,489133,9825,8586,4,4,90,62,38
1741,1729,1729,2008/2009,10,2008-10-29 00:00:00,489134,8549,8456,2,0,90,45,55
1742,1729,1729,2008/2009,10,2008-10-29 00:00:00,489135,8559,8668,0,1,90,53,47
1743,1729,1729,2008/2009,10,2008-10-29 00:00:00,489136,8667,8455,0,3,0,0,0
1744,1729,1729,2008/2009,10,2008-10-29 00:00:00,489137,10194,8472,1,0,90,52,48
1745,1729,1729,2008/2009,10,2008-10-29 00:00:00,489138,8650,8462,1,0,90,54,46
1746,1729,1729,2008/2009,10,2008-10-29 00:00:00,489139,10252,8655,3,2,90,57,43
1747,1729,1729,2008/2009,10,2008-10-28 00:00:00,489140,10261,8659,2,1,90,51,49
1748,1729,1729,2008/2009,10,2008-10-29 00:00:00,489141,9879,8528,2,0,90,50,50
1749,1729,1729,2008/2009,11,2008-11-01 00:00:00,489142,10260,8667,4,3,89,51,49
1750,1729,1729,2008/2009,11,2008-11-01 00:00:00,489143,8586,8650,2,1,90,49,51
1751,1729,1729,2008/2009,11,2008-11-01 00:00:00,489144,8668,9879,1,0,90,54,46
1752,1729,1729,2008/2009,11,2008-11-01 00:00:00,489145,8549,8654,1,1,90,53,47
1753,1729,1729,2008/2009,11,2008-11-03 00:00:00,489146,10261,10252,2,0,90,55,45
1754,1729,1729,2008/2009,11,2008-11-02 00:00:00,489147,8559,8456,2,0,90,55,45
1755,1729,1729,2008/2009,11,2008-11-01 00:00:00,489148,8659,8655,2,2,90,59,41
1756,1729,1729,2008/2009,11,2008-11-01 00:00:00,489149,8462,8528,1,2,90,45,55
1757,1729,1729,2008/2009,11,2008-11-01 00:00:00,489150,10194,9825,2,1,90,45,55
1758,1729,1729,2008/2009,11,2008-11-01 00:00:00,489151,8455,8472,5,0,90,55,45
1759,1729,1729,2008/2009,12,2008-11-08 00:00:00,489152,9825,10260,2,1,90,52,48
1760,1729,1729,2008/2009,12,2008-11-08 00:00:00,489153,8650,8659,3,0,90,51,49
1761,1729,1729,2008/2009,12,2008-11-08 00:00:00,489154,8472,8462,1,2,90,55,45
1762,1729,1729,2008/2009,12,2008-11-08 00:00:00,489155,8654,8668,1,3,90,55,45
1763,1729,1729,2008/2009,12,2008-11-09 00:00:00,489156,10252,8549,1,2,90,56,44
1764,1729,1729,2008/2009,12,2008-11-09 00:00:00,489157,8456,8586,1,2,90,45,55
1765,1729,1729,2008/2009,12,2008-11-09 00:00:00,489158,8655,8455,0,2,90,40,60
1766,1729,1729,2008/2009,12,2008-11-09 00:00:00,489159,9879,10261,2,1,90,53,47
1767,1729,1729,2008/2009,12,2008-11-08 00:00:00,489160,8667,8559,0,1,90,55,45
1768,1729,1729,2008/2009,12,2008-11-08 00:00:00,489161,8528,10194,0,0,90,57,43
1769,1729,1729,2008/2009,13,2008-11-15 00:00:00,489162,10260,10194,5,0,90,58,42
1770,1729,1729,2008/2009,13,2008-11-15 00:00:00,489163,9825,10252,0,2,90,53,47
1771,1729,1729,2008/2009,13,2008-11-15 00:00:00,489164,8654,8462,0,0,90,50,50
1772,1729,1729,2008/2009,13,2008-11-16 00:00:00,489165,8668,8549,1,1,90,55,45
1773,1729,1729,2008/2009,13,2008-11-15 00:00:00,489166,10261,8528,2,2,90,54,46
1774,1729,1729,2008/2009,13,2008-11-15 00:00:00,489167,8655,8472,1,2,90,50,50
1775,1729,1729,2008/2009,13,2008-11-15 00:00:00,489168,9879,8586,2,1,90,52,48
1776,1729,1729,2008/2009,13,2008-11-15 00:00:00,489169,8559,8650,0,2,90,48,52
1777,1729,1729,2008/2009,13,2008-11-15 00:00:00,489170,8659,8455,0,3,90,49,51
1778,1729,1729,2008/2009,13,2008-11-16 00:00:00,489171,8667,8456,2,2,90,52,48
1779,1729,1729,2008/2009,14,2008-11-22 00:00:00,489172,8650,9879,0,0,90,53,47
1780,1729,1729,2008/2009,14,2008-11-23 00:00:00,489173,8472,8654,0,1,90,56,44
1781,1729,1729,2008/2009,14,2008-11-23 00:00:00,489174,8586,8655,1,0,90,53,47
1782,1729,1729,2008/2009,14,2008-11-22 00:00:00,489175,10252,10260,0,0,90,40,60
1783,1729,1729,2008/2009,14,2008-11-22 00:00:00,489176,8549,8559,1,3,90,51,49
1784,1729,1729,2008/2009,14,2008-11-22 00:00:00,489177,8456,9825,3,0,90,54,46
1785,1729,1729,2008/2009,14,2008-11-22 00:00:00,489178,8462,8667,2,2,90,54,46
1786,1729,1729,2008/2009,14,2008-11-22 00:00:00,489179,10194,8659,1,0,90,55,45
1787,1729,1729,2008/2009,14,2008-11-24 00:00:00,489180,8528,8668,1,0,70,48,52
1788,1729,1729,2008/2009,14,2008-11-22 00:00:00,489181,8455,10261,0,0,90,61,39
1789,1729,1729,2008/2009,15,2008-12-01 00:00:00,489182,8650,8654,0,0,70,56,44
1790,1729,1729,2008/2009,15,2008-11-29 00:00:00,489183,8472,8559,1,4,90,51,49
1791,1729,1729,2008/2009,15,2008-11-30 00:00:00,489184,8586,8668,0,1,90,51,49
1792,1729,1729,2008/2009,15,2008-11-29 00:00:00,489185,10252,9879,0,0,90,56,44
1793,1729,1729,2008/2009,15,2008-11-29 00:00:00,489186,8549,10261,0,0,90,53,47
1794,1729,1729,2008/2009,15,2008-11-30 00:00:00,489187,8456,10260,0,1,90,49,51
1795,1729,1729,2008/2009,15,2008-11-30 00:00:00,489188,8462,8655,3,2,90,53,47
1796,1729,1729,2008/2009,15,2008-11-29 00:00:00,489189,10194,8667,1,1,90,53,47
1797,1729,1729,2008/2009,15,2008-11-29 00:00:00,489190,8528,8659,2,1,90,51,49
1798,1729,1729,2008/2009,15,2008-11-30 00:00:00,489191,8455,9825,1,2,90,58,42
1799,1729,1729,2008/2009,16,2008-12-06 00:00:00,489192,10260,8472,1,0,90,80,20
1800,1729,1729,2008/2009,16,2008-12-06 00:00:00,489193,9825,8528,1,0,90,60,40
1801,1729,1729,2008/2009,16,2008-12-08 00:00:00,489194,8654,8586,0,2,90,53,47
1802,1729,1729,2008/2009,16,2008-12-07 00:00:00,489195,8668,10252,2,3,90,61,39
1803,1729,1729,2008/2009,16,2008-12-06 00:00:00,489196,10261,10194,2,2,90,49,51
1804,1729,1729,2008/2009,16,2008-12-06 00:00:00,489197,8655,8650,1,3,90,41,59
1805,1729,1729,2008/2009,16,2008-12-06 00:00:00,489198,9879,8456,1,1,90,56,44
1806,1729,1729,2008/2009,16,2008-12-06 00:00:00,489199,8559,8455,0,2,90,46,54
1807,1729,1729,2008/2009,16,2008-12-07 00:00:00,489200,8659,8462,1,1,88,46,54
1808,1729,1729,2008/2009,16,2008-12-06 00:00:00,489201,8667,8549,2,1,90,52,48
1809,1729,1729,2008/2009,17,2008-12-13 00:00:00,489202,8650,8667,2,2,90,70,30
1810,1729,1729,2008/2009,17,2008-12-13 00:00:00,489203,8472,8659,4,0,90,48,52
1811,1729,1729,2008/2009,17,2008-12-13 00:00:00,489204,8586,10260,0,0,90,38,62
1812,1729,1729,2008/2009,17,2008-12-13 00:00:00,489205,10252,8559,4,2,90,55,45
1813,1729,1729,2008/2009,17,2008-12-13 00:00:00,489206,8549,9825,1,1,90,48,52
1814,1729,1729,2008/2009,17,2008-12-13 00:00:00,489207,8456,8668,0,1,87,45,55
1815,1729,1729,2008/2009,17,2008-12-14 00:00:00,489208,8462,10261,0,3,87,28,72
1816,1729,1729,2008/2009,17,2008-12-13 00:00:00,489209,10194,9879,0,0,90,43,57
1817,1729,1729,2008/2009,17,2008-12-13 00:00:00,489210,8528,8655,3,0,90,4,96
1818,1729,1729,2008/2009,17,2008-12-14 00:00:00,489211,8455,8654,1,1,90,57,43
1819,1729,1729,2008/2009,18,2009-01-14 00:00:00,489212,10260,8528,1,0,72,51,49
1820,1729,1729,2008/2009,18,2008-12-21 00:00:00,489213,9825,8650,1,1,90,50,50
1821,1729,1729,2008/2009,18,2008-12-20 00:00:00,489214,8654,10252,0,1,90,59,41
1822,1729,1729,2008/2009,18,2008-12-22 00:00:00,489215,8668,8455,0,0,90,44,56
1823,1729,1729,2008/2009,18,2008-12-21 00:00:00,489216,10261,8586,2,1,90,45,55
1824,1729,1729,2008/2009,18,2008-12-20 00:00:00,489217,8655,10194,3,0,90,45,55
1825,1729,1729,2008/2009,18,2008-12-20 00:00:00,489218,9879,8549,3,0,90,53,47
1826,1729,1729,2008/2009,18,2008-12-20 00:00:00,489219,8559,8462,2,1,82,60,40
1827,1729,1729,2008/2009,18,2008-12-21 00:00:00,489220,8659,8456,2,1,75,50,50
1828,1729,1729,2008/2009,18,2008-12-20 00:00:00,489221,8667,8472,1,4,90,49,51
